,Sentence,Tokenized,Class,Label,Label tokenized,,
428," kuv pvs je: kuv, nar"," kuv pvs by? : kuv , nar ",majitel,0,0,,
429,"1975, trvale bytom severná 2812/55, 010 01 žilina, slovenská republika, štátny ob?an slovenskej republiky vlastnícku štruktúru pvs predstavujú jeho spolo?níci, a to: kuv, nar","1975 , trvale bytom severná 2812/55 , 010 01 žilina , slovenský republika , štátny ob?an slovenský republika vlastnícku štruktúru pvs predstavova? spolo?níci , : kuv , nar ",majitel,1,1,,
430,"500,00,- eur - splatené v celom rozsahu priamy podiel na základnom imaní pvs zodpovedajúci výške vkladu v percentuálnom vyjadrení: 50 % kuv, nar","500 ,00 , - eur - splatené celý rozsahu priamy podiel základnom imaní pvs zodpovedajúci výška vkladu percentuálnom vyjadrení : 50 % kuv , nar ",majitel,1,1,,
431,"500,00,- eur - splatené v celom rozsahu priamy podiel na základnom imaní pvs zodpovedajúci výške vkladu v percentuálnom vyjadrení: 50 % riadiacu štruktúru pvs predstavuje vmkuv vdanom prípade konatelia: kuv, nar","500 ,00 , - eur - splatené celý rozsahu priamy podiel základnom imaní pvs zodpovedajúci výška vkladu percentuálnom vyjadrení : 50 % riadiacu štruktúru pvs predstavova? vmkuv vdanom prípad konatelia : kuv , nar ",majitel,0,0,,
432," riadiacu struktriru pvs predstavuje vmkuv v danom prfpade konatelia: ,, mgr"," riadiacu struktriru pvs predstavova? vmkuv danom prfpade konatelia : , , mgr ",majitel,0,0,,
433,: 55876/l - štatutári: kuv kuv 2) os pvs ( pod?a 8 z ods, : 55876/l - štatutári : kuv kuv 2 ) os pvs ( 8 ods ,majitel,0,0,,
434,"1975, trvale bytom severná 2812/55, 010 01 žilina, slovenská republika, štátny ob?an slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s $ 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - spolo?enská zmluva spolo?nosti pvs, — výpis zobchodného registra spolo?nosti pvs zo d?a 01","1975 , trvale bytom severná 2812/55 , 010 01 žilina , slovenský republika , štátny ob?an slovenský republika os by? vrámci výkon identifikácia kuv postupovali súlad $ 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv by? vykonaná overená zobsahu nasledovný dokument : - spolo?enská zmluva spolo?nos? pvs , — výpis zobchodného register spolo?nos? pvs de? 01 ",majitel,0,0,,
435,"2018 (použite?ný na právne úkony), - doklad totožnosti spolo?níkov spolo?nosti akonate?ov pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skuto?nosti: spolo?níkom pvs, spolo?nosti pvs sú: kuv, nar","2018 ( použite?ný právny úkony ) , - doklad totožnosti spolo?níkov spolo?nos? akonate?ov pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplýva? nasledovné skuto?nos? : spolo?níkom pvs , spolo?nos? pvs by? : kuv , nar ",majitel,1,1,,
436," kuv pvs je: kuv, nar"," kuv pvs by? : kuv , nar ",majitel,0,0,,
437,"1975, trvale bytom orgovánová 197/1, 015 01 rajec, slovenská republika, štátny ob?an slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s 8 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - zakladate?ská listina spolo?nosti gpp industrie bau, s","1975 , trvale bytom orgovánová 197/1 , 015 01 rajec , slovenský republika , štátny ob?an slovenský republika os by? vrámci výkon identifikácia kuv postupovali súlad 8 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv by? vykonaná overená zobsahu nasledovný dokument : - zakladate?ská listina spolo?nos? gpp industrie bau , ",majitel,0,0,,
438,"2018 (použite?ný na právne úkony), - doklad totožnosti spolo?níka spolo?nosti a konate?a pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skuto?nosti: spolo?níkom pvs, spolo?nosti gpp industrie bau, s","2018 ( použite?ný právny úkony ) , - doklad totožnosti spolo?ník spolo?nos? konate?a pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplýva? nasledovné skuto?nos? : spolo?níkom pvs , spolo?nos? gpp industrie bau , ",majitel,1,1,,
439," kuv pvs je: kuv, nar"," kuv pvs by? : kuv , nar ",majitel,0,0,,
440," c) zákona o rpvs): verejní funkcionári vykonávajúci verejnú funkciu v sr vo vlastníckej a riadiacej štruktúre pvs verejného sektora vlastnícku štruktúru pvs predstavujú jeho spolo?níci, a to: kuv, nar"," b ) zákon : ícka riadiaca š úra par ad 8 11 ods . 5 písm . c ) zákon rpvs ) : verejní funkcionári vykonávajúci verejnú funkcia sr vlastnícky riadiacej štruktúra pvs verejný sektor vlastnícku štruktúru pvs predstavova? spolo?níci , : kuv , nar ",majitel,1,1,,
441,"638,783775,- eur - splatené v celom rozsahu priamy podiel na základnom imaní pvs zodpovedajúci výške vkladu v percentuálnom vyjadrení: 100 % riadiacu štruktúru pvs predstavuje vmkuv v danom prípade konate?: kuv, nar","638 ,783775 , - eur - splatené celý rozsahu priamy podiel základnom imaní pvs zodpovedajúci výška vkladu percentuálnom vyjadrení : 100 % riadiacu štruktúru pvs predstavova? vmkuv danom prípad konate? : kuv , nar ",majitel,0,0,,
442,"638,783775,- eur - splaten6 v celom rozsahu priamy podiel na zdkladnom imani pvs verein6ho sektora zodpovedaifci vf5ke vkladu v percentudlnom vyiadreniz loo o/o riadiacu struktriru pvs predstavuje vmkuv v danom prfpade konatel': patrik gailfir, nar","638 ,783775 , - eur - splaten6 celý rozsahu priamy podiel zdkladnom imani pvs verein6ho sektor zodpovedaifci vf5ke vkladu percentudlnom vyiadreniz loo o/o riadiacu struktriru pvs predstavova? vmkuv danom prfpade konatel ' : patrik gailfir , nar ",majitel,0,0,,
443,: 50597/l - štatutár: kuv — konate? 2) os pvs ( pod?a 8 2 ods, : 50597/l - štatutár : kuv — konate? 2 ) os pvs ( 8 2 ods ,majitel,0,0,,
444,"1975, trvale bytom orgovánová 197/1, 015 01 rajec, slovenská republika, štátny ob?an slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s 8 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - zakladate?ská listina spolo?nosti gpp industrie bau, s","1975 , trvale bytom orgovánová 197/1 , 015 01 rajec , slovenský republika , štátny ob?an slovenský republika os by? vrámci výkon identifikácia kuv postupovali súlad 8 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv by? vykonaná overená zobsahu nasledovný dokument : - zakladate?ská listina spolo?nos? gpp industrie bau , ",majitel,0,0,,
445,"2018 (použite?ný na právne úkony), - doklad totožnosti spolo?níka spolo?nosti a konate?a pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skuto?nosti: spolo?níkom pvs, spolo?nosti gpp industrie bau, s","2018 ( použite?ný právny úkony ) , - doklad totožnosti spolo?ník spolo?nos? konate?a pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplýva? nasledovné skuto?nos? : spolo?níkom pvs , spolo?nos? gpp industrie bau , ",majitel,1,1,,
446," kuv pvs je: kuv, nar"," kuv pvs by? : kuv , nar ",majitel,0,0,,
447,": 31585/v základné imanie (zi) 6 639,00 eur rozsah splatenia zi 6 639,00 eur — | vlastnícka štruktúra pvs — spolo?níci obchodné meno/ meno a kuv priezvisko a sídlo/bydlisko mlynská 626/19, 029 01 námestovo | 1i?o/dátum narodenia 07"," : 31585/v základný imanie ( zi ) 6 639 ,00 eur rozsah splatenie zi 6 639 ,00 eur — vlastnícka štruktúra pvs — spolo?níci obchodné meno/ meno kuv priezvisko sídlo/bydlisko mlynská 626/19 , 029 01 námestovo 1i?o/dátum narodenie 07 ",majitel,0,0,,
448,""" riadiaca štruktúra pvs — vmkuv ] meno, priezvisko, titul | kuv | adresa trvalého pobytu mlynská 626/19, 029 01 námestovo dátum narodenia 07"," "" riadiaca štruktúra pvs — vmkuv ] meno , priezvisko , titul kuv adresa trvalého pobyt mlynská 626/19 , 029 01 námestovo dátum narodenie 07 ",majitel,0,0,,
449,"1976 sk verejný funkcionár ozna?enie verejnej funkcie — i odôvodnenie, na základe akých informácii postupom pod?a 811 odseku 4 zákona o rpvs os identifikovala kuv (?alej len ""kuv"")","1976 sk verejný funkcionár ozna?enie verejný funkcia — odôvodnenie , základ aký informácii postupom 811 odseku 4 zákon rpvs os identifikovala kuv ( ?alej "" kuv "" ) ",majitel,0,0,,
450," jediného spolo?níka, ktorým je: kuv, je jediným spolo?níkom pvs, nemá tichého spolo?níka, de?ba zisku os identifikovala kuv pvs na základe údajov a informácii získaných z nasledovných dokumentov: výpis z obchodného registra pvs, zakladate?ská listina pvs, ?estné vyhlásenia konate?a pvs a spolo?níka pvs, ?estné vyhlásenie kuv z preskúmaných dokumentov vyplýva, že pvs je spolo?nos?ou s ru?ením obmedzeným pod?a obchodného zákonníka"," jediný spolo?ník , by? : kuv , by? jediný spolo?níkom pvs , nema? tichý spolo?ník , de?ba zisku os identifikovala kuv pvs základ údajov informácii získaných nasledovný dokument : výpis obchodný register pvs , zakladate?ská listina pvs , ?estné vyhlásenie konate?a pvs spolo?ník pvs , ?estné vyhlásenie kuv preskúmaný dokument vyplýva , pvs by? spolo?nos? ru?eniem obmedzeným obchodný zákonníka ",majitel,1,1,,
451," os v rámci obstarania informácii o kuv s dôrazom na konanie s odbornou starostlivos?ou boli zo strany pvs a jeho spolo?níka predložené ?estne vyhlásenia (kuv spolo?níka, konate?a) v zmysle ktorých kuv vyhlásil, že nepreviedol svoj obchodný podiel na tretiu osobu, nepreviedol svoje hlasovacie práva na tretiu osobu, nepreviedol svoje pravo na vyplatenie podielu zo zisku na tretiu osobu a nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike, spolo?ník vyhlásil, že prebieha vsúlade so zakl"," os rámec obstaranie informácii kuv dôraz konanie odborný starostlivos?ou by? strana pvs spolo?ník predložené ?estne vyhlásenie ( kuv spolo?ník , konate?a ) zmysel kuv vyhlási? , nepreviedol obchodný podiel tretiu osobu , nepreviedol hlasovacie právo tretiu osobu , nepreviedol pravo vyplatenie podiel zisku tretiu osobu nie by? verejný funkcionárom vykonávajúcim funkcia slovenský republike , spolo?ník vyhlási? , prebieha? vsúlade zakl ",majitel,1,1,,
452," 4 zákona o rpvs preukázanie, že podmienky na zápis vmkuv do registra pvs sú splnené: a o oooo rooo roooooo os podpisom tohto verifika?ného dokumentu vyhlasuje, že skuto?nosti uvedené v tomto verifika?nom dokumente zodpovedajú ?ou skuto?ne zistenému stavu zaobstarala si o predmete zápisu do registra všetky dostupné informácie a tieto vyhodnotila postupom pod?a zákona o ochrane pred legalizáciou príjmov z trestnej ?innosti, a že pri identifikácii kuv a overovaní identifikácie kuv konala nestranne a s odbornou starostlivos?ou"," d ) informácia prípad pvs zmysel 8 11 ods . 5 písm . d ) zákon rpvs av nadväznosti 8 4 ods . 4 zákon rpvs preukázanie , podmienka zápis vmkuv register pvs by? splnené : oooo rooo roooooo os podpisom verifika?ného dokument vyhlasuje , skuto?nos? uvedený verifika?nom dokument zodpoveda? skuto?ne zistenému stav zaobstarala predmete zápisu register dostupné informácia vyhodnotila postupom zákon ochrane legalizácia príjem trestný ?innos? , identifikácii kuv overovaní identifikácie kuv kona? nestranne odborný starostlivos?ou ",majitel,0,0,,
453," jediného spolo?níka, ktorým je: kuv, je jediným spolo?níkom pvs, nemá tichého spolo?níka, de?ba zisku os identifikovala kuv pvs na základe údajov a informácii získaných z nasledovných dokumentov: výpis z obchodného registra pvs, zakladate?ská listina pvs, ?estné vyhlásenia konate?a pvs a spolo?níka pvs, ?estné vyhlásenie kuv z preskúmaných dokumentov vyplýva, že pvs je spolo?nos?ou s ru?ením obmedzeným pod?a obchodného zákonníka"," jediný spolo?ník , by? : kuv , by? jediný spolo?níkom pvs , nema? tichý spolo?ník , de?ba zisku os identifikovala kuv pvs základ údajov informácii získaných nasledovný dokument : výpis obchodný register pvs , zakladate?ská listina pvs , ?estné vyhlásenie konate?a pvs spolo?ník pvs , ?estné vyhlásenie kuv preskúmaný dokument vyplýva , pvs by? spolo?nos? ru?eniem obmedzeným obchodný zákonníka ",majitel,1,1,,
454," os v rámci obstarania informácii o kuv s dôrazom na konanie s odbornou starostlivos?ou boli zo strany pvs a jeho spolo?níka predložené ?estne vyhlásenia (kuv spolo?níka, konate?a) v zmysle ktorých kuv vyhlásil, že nepreviedol svoj obchodný podiel na tretiu osobu, nepreviedol svoje hlasovacie práva na tretiu osobu, nepreviedol svoje pravo na vyplatenie podielu zo zisku na tretiu osobu a nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike, spolo?ník vyhlásil, že prebieha vsúlade so zakl"," os rámec obstaranie informácii kuv dôraz konanie odborný starostlivos?ou by? strana pvs spolo?ník predložené ?estne vyhlásenie ( kuv spolo?ník , konate?a ) zmysel kuv vyhlási? , nepreviedol obchodný podiel tretiu osobu , nepreviedol hlasovacie právo tretiu osobu , nepreviedol pravo vyplatenie podiel zisku tretiu osobu nie by? verejný funkcionárom vykonávajúcim funkcia slovenský republike , spolo?ník vyhlási? , prebieha? vsúlade zakl ",majitel,1,1,,
455," 4 zákona o rpvs preukázanie, že podmienky na zápis vmkuv do registra pvs sú splnené: a o oooo rooo roooooo os podpisom tohto verifika?ného dokumentu vyhlasuje, že skuto?nosti uvedené v tomto verifika?nom dokumente zodpovedajú ?ou skuto?ne zistenému stavu zaobstarala si o predmete zápisu do registra všetky dostupné informácie a tieto vyhodnotila postupom pod?a zákona o ochrane pred legalizáciou príjmov z trestnej ?innosti, a že pri identifikácii kuv a overovaní identifikácie kuv konala nestranne a s odbornou starostlivos?ou"," d ) informácia prípad pvs zmysel 8 11 ods . 5 písm . d ) zákon rpvs av nadväznosti 8 4 ods . 4 zákon rpvs preukázanie , podmienka zápis vmkuv register pvs by? splnené : oooo rooo roooooo os podpisom verifika?ného dokument vyhlasuje , skuto?nos? uvedený verifika?nom dokument zodpoveda? skuto?ne zistenému stav zaobstarala predmete zápisu register dostupné informácia vyhodnotila postupom zákon ochrane legalizácia príjem trestný ?innos? , identifikácii kuv overovaní identifikácie kuv kona? nestranne odborný starostlivos?ou ",majitel,0,0,,
456," o ochrane pred legalizáciou príjmov z trestnej ?innosti a o ochrane pred financovaním terorizmu a o zmene a doplnení niektorých zákonov v platnom znení identifikujem kuv pvs a konštatujem, že kuv, ob?an sr, nar"," ochrane legalizácia príjem trestný ?innos? ochrane financovaním terorizmus zmena doplnení zákon platnom znení identifikujem kuv pvs konštatujem , kuv , ob?an sr , nar ",majitel,0,0,,
457, postup os pri identifikácii kúv pvs a vyhodnotenie os identifikovala kuv v pvs postupom v súlade s ustanovením $ 11 ods, postup os identifikácii kúv pvs vyhodnotenie os identifikovala kuv pvs postupom súlad ustanovenie $ 11 ods ,majitel,0,0,,
458," vrámci nestranného postupu a s odbornou starostlivos?ou primeranou postaveniu os som si vyžiadala o pvs: a) výpis z obchodného registra pre identifikáciu pvs v rozsahu obchodné meno, sídlo, i?o, ozna?enie úradného registra alebo inej úradnej evidencie, v ktorej je pvs zapísaný, ?íslo zápisu do tohto registra, osoby oprávnenej kona? v mene pvs a spôsob jej konania vmene pvs a spolo?níka pvs, b) úplné znenie zakladate?skej listiny, z ktorej je zrejmé, že jediným spolo?níkom pvs obchodnej spolo?nosti je kuv, ob?an sr, nar"," vrámci nestranného postupu odborný starostlivos?ou primeranou postaveniu os by? vyžiadala pvs : ) výpis obchodný register identifikácia pvs rozsahu obchodné meno , sídlo , i?o , ozna?enie úradného register iný úradnej evidencie , by? pvs zapísaný , ?íslo zápisu register , osoba oprávnenej kona? mene pvs spôsob konania vmene pvs spolo?ník pvs , b ) úplný znenie zakladate?skej listina , by? zrejmý , jediný spolo?níkom pvs obchodnej spolo?nos? by? kuv , ob?an sr , nar ",majitel,1,1,,
459," sú?asne bola zistená skuto?nos?, že najvyšším orgánom pvs je valné zhromaždenie, v pôsobnosti okrem iného je aj menovanie, odvolanie a odme?ovanie konate?ov, ako aj rozdelenie zisku s tým, že spôsob rozdelenia zisku upravuje ?lánok 19 zakladate?skej listiny, c) zoznam spolo?níkov pvs, z ktorého vyplýva, že jediným spolo?níkom pvs je: kuv, ob?an sr, nar"," 5 . 1959 , trvale bytom 094 35 so? 206 . sú?asne by? zistená skuto?nos? , vysoký orgánom pvs by? valné zhromaždenie , pôsobnos? okrem iný by? menovanie , odvolanie odme?ovanie konate? , rozdelenie zisku , spôsob rozdelenia zisku upravuje ?lánok 19 zakladate?skej listina , c ) zoznam spolo?níkov pvs , vyplýva , jediný spolo?níkom pvs by? : kuv , ob?an sr , nar ",majitel,1,1,,
460,"1959, trvale bytom 094 35 so? 206, ktorá a) má priamy alebo nepriamy podiel alebo ich sú?et najmenej 25% na hlasovacích právach v pvs alebo na jeho základnom imaní vrátane akcií na doru?ite?a, b) má právo vymenova? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán v pvs alebo akéhoko?vek jeho ?lena, c) ktorá skuto?ne ovláda pvs verej ného sektora iným spôsobom, os ?alej nezistila inú osobu, ktorá by mala právo na hospodársky prospech z podnikania alebo inej ?innosti pvs najmenej 25% z podnikania pvs alebo inej jeho ?innosti"," 5 . 1959 , trvale bytom 094 35 so? 206 , ) ma? priamy nepriamy podiel sú?et najmenej 25 % hlasovacích právo pvs základnom imaní vrátane akcií doru?ite?a , b ) ma? právo vymenova? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs akýko?vek ?len , c ) skuto?ne ovláda pvs verej ného sektor iný spôsob , os ?alej nezistila iný osobu , ma? právo hospodársky prospech podnikanie iný ?innos? pvs najmenej 25 % podnikanie pvs iný ?innos? ",majitel,1,1,,
461," splnenie podmienok ma zápis vmkuv v prípade emitenta cenných papierov prijatých na obchodovanie na regulovanom trhu pvs nie je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a osobitného predpisu, rovnocenného právneho predpisu ?lenského štátu alebo rovnocenných medzinárodných noriem anie je ani spolo?nos?ou, ktorú takýto emitent priamo alebo nepriamo ovláda a priamo alebo nepriamo výlu?ne riadi a z toho dôvodu sa do registra nezapisujú vmkuv vi"," splnenie podmienka zápis vmkuv prípad emitenta cenných papier prijatých obchodovanie regulovanom trh pvs nie by? emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverej?ovanie informácia osobitný predpisu , rovnocenného právneho predpisu ?lenského štát rovnocenný medzinárodný noriem anie by? spolo?nos? , takýto emitent priamo nepriamo ovláda priamo nepriamo výlu?ne riadi? dôvod register nezapisujú vmkuv vi ",majitel,0,0,,
462," identifikácia kuv os, notárka, so sídlom notárskeho úradu dobrianskeho 1498, 093 01 vranov nad top?ou, i?o: 42 346 037 na základe zmluvy o plnení povinností os pre pvs vykonávam funkciu os pod?a zákona ?"," identifikácia kuv os , notárka , sídlo notárskeho úrad dobrianskeho 1498 , 093 01 vranov top?ou , i?o : 42 346 037 základ zmluva plnení povinnos? os pvs vykonávam funkcia os zákon ? ",majitel,0,0,,
463," o ochrane pred legalizáciou príjmov z trestnej ?innosti a o ochrane pred financovaním terorizmu a o zmene a doplnení niektorých zákonov v platnom znení identifikujem kuv pvs a konštatujem, že kuv, ob?an sr, nar"," ochrane legalizácia príjem trestný ?innos? ochrane financovaním terorizmus zmena doplnení zákon platnom znení identifikujem kuv pvs konštatujem , kuv , ob?an sr , nar ",majitel,0,0,,
464,"1959, trvale bytom 094 35 so? 206, (?alej aj ako „kuv“) je kuv pvs"," 5 . 1959 , trvale bytom 094 35 so? 206 , ( ?alej „ kuv “ ) by? kuv pvs ",majitel,0,0,,
465, postup os pri identifikácii kúv pvs a vyhodnotenie os identifikovala kuv v pvs postupom v súlade s ustanovením $ 11 ods, postup os identifikácii kúv pvs vyhodnotenie os identifikovala kuv pvs postupom súlad ustanovenie $ 11 ods ,majitel,0,0,,
466," ?alej z tohto ?estného vyhlásenia vyplýva, že neexistuje iná fyzická osoba, ktorá by mala právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci orgán a iný orgán pvs inak ako prostredníctvom priameho vlastníctva obchodného podielu pvs a zárove?, že na hospodárskom prospechu z podnikania alebo inej ?innosti pvs sa nepodie?a žiadna fyzická aleboos inak, ako prostredníctvom priameho vlastníctva obchodného podielu pvs"," ?alej ?estný vyhlásenie vyplýva , neexistova? iný fyzický osoba , ma? právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci orgán iný orgán pvs inak prostredníctvom priameho vlastníctvo obchodný podiel pvs zárove? , hospodárskom prospechu podnikanie iný ?innos? pvs nepodie?a žiaden fyzický aleboos inak , prostredníctvom priameho vlastníctvo obchodný podiel pvs ",majitel,1,1,,
467,"1959, trvale bytom 094 35 so? 206, ktorá a) má priamy alebo nepriamy podiel alebo ich sú?et najmenej 25% na hlasovacích právach v pvs alebo na jeho základnom imaní vrátane akcií na doru?ite?a, b) má právo vymenova? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán v pvs alebo akéhoko?vek jeho ?lena, c) ktorá skuto?ne ovláda pvs verej ného sektora iným spôsobom, os ?alej nezistila inú osobu, ktorá by mala právo na hospodársky prospech z podnikania alebo inej ?innosti pvs najmenej 25% z podnikania pvs alebo inej jeho ?innosti"," 5 . 1959 , trvale bytom 094 35 so? 206 , ) ma? priamy nepriamy podiel sú?et najmenej 25 % hlasovacích právo pvs základnom imaní vrátane akcií doru?ite?a , b ) ma? právo vymenova? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs akýko?vek ?len , c ) skuto?ne ovláda pvs verej ného sektor iný spôsob , os ?alej nezistila iný osobu , ma? právo hospodársky prospech podnikanie iný ?innos? pvs najmenej 25 % podnikanie pvs iný ?innos? ",majitel,1,1,,
468," splnenie podmienok ma zápis vmkuv v prípade emitenta cenných papierov prijatých na obchodovanie na regulovanom trhu pvs nie je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a osobitného predpisu, rovnocenného právneho predpisu ?lenského štátu alebo rovnocenných medzinárodných noriem anie je ani spolo?nos?ou, ktorú takýto emitent priamo alebo nepriamo ovláda a priamo alebo nepriamo výlu?ne riadi a z toho dôvodu sa do registra nezapisujú vmkuv vi"," splnenie podmienka zápis vmkuv prípad emitenta cenných papier prijatých obchodovanie regulovanom trh pvs nie by? emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverej?ovanie informácia osobitný predpisu , rovnocenného právneho predpisu ?lenského štát rovnocenný medzinárodný noriem anie by? spolo?nos? , takýto emitent priamo nepriamo ovláda priamo nepriamo výlu?ne riadi? dôvod register nezapisujú vmkuv vi ",majitel,0,0,,
469,"27, 040 11 košice — vklad vo výške 896 ,-eur a boli spiatené v plnej výške, dl hlasovacie právo v pvs je: - kuv 85% - ján kopik 15% el štatutárny a riadiaci orgán pvs je menovaný valným zhromaždením spolo?níkov spolo?nosti f/ podiel na zisku pvs je: - lng","27 , 040 11 košice bl riadlac štruktúru pvs tvori? : 1 . konate? spolo?nos? kuv , nar ",majitel,1,0,,
470,": 11548/v konajúci kuv, konate? spolo?nosti (?alej aj „pvs“) os meno a priezvisko: judr","27 , 040 11 košice — vklad výška 896 , -eur by? spiatené plný výška , dl hlasovacie právo pvs by? : - kuv 85 % - ján kopik 15 % el štatutárny riadiaci orgán pvs by? menovaný valným zhromaždenie spolo?níkov spolo?nos? f/ podiel zisku pvs by? : - lng ",majitel,0,1,,
471," vladimir kuchar?ík, advokát ?islo licencie: sak 2838 sidlo podnikania: — štefánikova 40, 040 01 košice i?o: 14 967 650 (?alej aj „os identifikácia kuv pri zápise pvs do registra pvs: na základe podkladov a informácií os zistila, že al vlastnícku štruktúru pvs tvoria títo spolo?níci - ing"," : 11548/v konajúci kuv , konate? spolo?nos? ( ?alej „ pvs “ ) os meno priezvisko : judr ",majitel,0,0,,
472,"27, 040 11 košice — vklad vo výške 896 ,-eur a boli spiatené v plnej výške, dl hlasovacie právo v pvs je: - kuv 85% - ján kopik 15% el štatutárny a riadiaci orgán pvs je menovaný valným zhromaždením spolo?níkov spolo?nosti f/ podiel na zisku pvs je: - lng"," vladimir kuchar?ík , advokát ?islo licencie : sak 2838 sidlo podnikanie : — štefánikova 40 , 040 01 košice i?o : 14 967 650 ( ?alej „ os identifikácia kuv zápise pvs register pvs : základ podkladov informácia os zisti? , al vlastnícku štruktúru pvs tvori? spolo?níci - ing ",majitel,1,0,,
473, imrich goduš 85% + ján kopik 15% na základe informácií a podkladov os identifikovala ako kuv pvs pod?a 86a zákona ?,"27 , 040 11 košice — vklad výška 896 , -eur by? spiatené plný výška , dl hlasovacie právo pvs by? : - kuv 85 % - ján kopik 15 % el štatutárny riadiaci orgán pvs by? menovaný valným zhromaždenie spolo?níkov spolo?nos? f/ podiel zisku pvs by? : - lng ",majitel,0,1,,
474," odôvodnenie identifikácie kuv informácie a podklady, na základe ktorých bola identifikovaná osoba kuv pvs: 11 výpis z obchodného registra pvs zo d?a 29", imrich goduš 85 % + ján kopik 15 % základ informácia podkladov os identifikovala kuv pvs 86 zákon ? ,majitel,0,0,,
475,"2017, z ktorého vyplýva, že je kuv pvs - všetky údaje týkajúce sa jeho osoby ako spolo?níka pvs zapísané, v obchodnom registri sú úplné"," ) 1 . odôvodnenie identifikácie kuv informácia podklady , základ by? identifikovaná osoba kuv pvs : 11 výpis obchodný register pvs de? 29 ",majitel,0,0,,
476, ,"2017 , vyplýva , by? kuv pvs - údaj týkajúce osoba spolo?ník pvs zapísaný , obchodnom registri by? úplný ",majitel,0,0,,
477,": kuv, konate? (?alej len „pvs“) ?lánok i identifikácia kuv 1"," : kuv , konate? ( ?alej „ pvs “ ) ?lánok identifikácia kuv 1 . os vychádza? identifikácii kuv definície kuv zmysel $8 6a ods ",majitel,0,0,,
478,": kuv, konate?, vyplýva, že jediným spolo?níkom pvs registra verejného sektora je kuv, nar"," : kuv , konate? , vyplýva , jediný spolo?níkom pvs register verejný sektor by? kuv , nar ",majitel,1,1,,
479," z ?estného vyhlásenia pvs vyplýva, že a) jedinou fyzickou osobou, ktorá skuto?ne ovláda a kontroluje pvs je kuv, nar"," ?estný vyhlásenie pvs vyplýva , ) jediný fyzickou osobou , skuto?ne ovláda kontroluje pvs by? kuv , nar ",majitel,1,1,,
480," z ob?ianskeho preukazu identifikovala os totožnos? jediného spolo?níka a konate?a pvs kuv, nar"," ob?ianskeho preukazu identifikovala os totožnos? jediný spolo?ník konate?a pvs kuv , nar ",majitel,0,0,,
481,": kuv, konate? na základe predložených dokumentov dosp??a os k zisteniu, že kuv pvs je: meno a priezvisko: kuv dátum narodenia: 03"," : kuv , konate? základ predložených dokument dosp??a os zisteniu , kuv pvs by? : meno priezvisko : kuv dátum narodenie : 03 ",majitel,0,0,,
482," 3 tohto verifika?ného dokumentu, pri?om dosp??a k nasledovným zisteniam: vlastnícka štruktúra pvs: jediným spolo?níkom pvs je meno a priezvisko: kuv dátum narodenia: 03"," 3 verifika?ného dokument , pri?om dosp??a nasledovným zisteniam : vlastnícka štruktúra pvs : jediný spolo?níkom pvs by? meno priezvisko : kuv dátum narodenie : 03 ",majitel,0,0,,
483,: slovenská riadiaca štruktúra pvs: konate?om pvs je meno a priezvisko: kuv dátum narodenia: 03, : slovenský riadiaca štruktúra pvs : konate?om pvs by? meno priezvisko : kuv dátum narodenie : 03 ,majitel,0,0,,
