,Sentence,Tokenized,Class,Label
425,"6 vmkuv pvs vs, vmkuv pvs vs a spôsob konania vmkuv v mene pvs vs: podľa článku 8 odsek 1 zakladateľskej listiny je vmkuv pvs vs konateľ"," 1 . 6 vmkuv pvs vs , vmkuv pvs vs spôsob konania vmkuv mene pvs vs : článok 8 odsek 1 zakladateľskej listina byť vmkuv pvs vs konateľ ",majitel,0
426,"1975, trvale bytom severná 2812/55, 010 01 žilina, slovenská republika, štátny občan slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s $ 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - spoločenská zmluva spoločnosti pvs, — výpis zobchodného registra spoločnosti pvs zo dňa 01","1975 , trvale bytom severná 2812/55 , 010 01 žilina , slovenský republika , štátny občan slovenský republika os byť vrámci výkon identifikácia kuv postupovali súlad $ 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv byť vykonaná overená zobsahu nasledovný dokument : - spoločenská zmluva spoločnosť pvs , — výpis zobchodného register spoločnosť pvs deň 01 ",majitel,0
427,"2018 (použiteľný na právne úkony), - doklad totožnosti spoločníkov spoločnosti akonateľov pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skutočnosti: spoločníkom pvs, spoločnosti pvs sú: kuv, nar","2018 ( použiteľný právny úkony ) , - doklad totožnosti spoločníkov spoločnosť akonateľov pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplývať nasledovné skutočnosť : spoločníkom pvs , spoločnosť pvs byť : kuv , nar ",majitel,0
428," kuv pvs je: kuv, nar"," kuv pvs byť : kuv , nar ",majitel,0
429,"1975, trvale bytom severná 2812/55, 010 01 žilina, slovenská republika, štátny občan slovenskej republiky vlastnícku štruktúru pvs predstavujú jeho spoločníci, a to: kuv, nar","1975 , trvale bytom severná 2812/55 , 010 01 žilina , slovenský republika , štátny občan slovenský republika vlastnícku štruktúru pvs predstavovať spoločníci , : kuv , nar ",majitel,0
430,"500,00,- eur - splatené v celom rozsahu priamy podiel na základnom imaní pvs zodpovedajúci výške vkladu v percentuálnom vyjadrení: 50 % kuv, nar","500 ,00 , - eur - splatené celý rozsahu priamy podiel základnom imaní pvs zodpovedajúci výška vkladu percentuálnom vyjadrení : 50 % kuv , nar ",majitel,0
431,"500,00,- eur - splatené v celom rozsahu priamy podiel na základnom imaní pvs zodpovedajúci výške vkladu v percentuálnom vyjadrení: 50 % riadiacu štruktúru pvs predstavuje vmkuv vdanom prípade konatelia: kuv, nar","500 ,00 , - eur - splatené celý rozsahu priamy podiel základnom imaní pvs zodpovedajúci výška vkladu percentuálnom vyjadrení : 50 % riadiacu štruktúru pvs predstavovať vmkuv vdanom prípad konatelia : kuv , nar ",majitel,0
432," riadiacu struktriru pvs predstavuje vmkuv v danom prfpade konatelia: ,, mgr"," riadiacu struktriru pvs predstavovať vmkuv danom prfpade konatelia : , , mgr ",majitel,0
433,: 55876/l - štatutári: kuv kuv 2) os pvs ( podľa 8 z ods, : 55876/l - štatutári : kuv kuv 2 ) os pvs ( 8 ods ,majitel,0
434,"1975, trvale bytom severná 2812/55, 010 01 žilina, slovenská republika, štátny občan slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s $ 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - spoločenská zmluva spoločnosti pvs, — výpis zobchodného registra spoločnosti pvs zo dňa 01","1975 , trvale bytom severná 2812/55 , 010 01 žilina , slovenský republika , štátny občan slovenský republika os byť vrámci výkon identifikácia kuv postupovali súlad $ 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv byť vykonaná overená zobsahu nasledovný dokument : - spoločenská zmluva spoločnosť pvs , — výpis zobchodného register spoločnosť pvs deň 01 ",majitel,0
435,"2018 (použiteľný na právne úkony), - doklad totožnosti spoločníkov spoločnosti akonateľov pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skutočnosti: spoločníkom pvs, spoločnosti pvs sú: kuv, nar","2018 ( použiteľný právny úkony ) , - doklad totožnosti spoločníkov spoločnosť akonateľov pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplývať nasledovné skutočnosť : spoločníkom pvs , spoločnosť pvs byť : kuv , nar ",majitel,0
436," kuv pvs je: kuv, nar"," kuv pvs byť : kuv , nar ",majitel,0
437,"1975, trvale bytom orgovánová 197/1, 015 01 rajec, slovenská republika, štátny občan slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s 8 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - zakladateľská listina spoločnosti gpp industrie bau, s","1975 , trvale bytom orgovánová 197/1 , 015 01 rajec , slovenský republika , štátny občan slovenský republika os byť vrámci výkon identifikácia kuv postupovali súlad 8 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv byť vykonaná overená zobsahu nasledovný dokument : - zakladateľská listina spoločnosť gpp industrie bau , ",majitel,0
438,"2018 (použiteľný na právne úkony), - doklad totožnosti spoločníka spoločnosti a konateľa pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skutočnosti: spoločníkom pvs, spoločnosti gpp industrie bau, s","2018 ( použiteľný právny úkony ) , - doklad totožnosti spoločník spoločnosť konateľa pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplývať nasledovné skutočnosť : spoločníkom pvs , spoločnosť gpp industrie bau , ",majitel,0
439," kuv pvs je: kuv, nar"," kuv pvs byť : kuv , nar ",majitel,0
440," c) zákona o rpvs): verejní funkcionári vykonávajúci verejnú funkciu v sr vo vlastníckej a riadiacej štruktúre pvs verejného sektora vlastnícku štruktúru pvs predstavujú jeho spoločníci, a to: kuv, nar"," b ) zákon : ícka riadiaca š úra par ad 8 11 ods . 5 písm . c ) zákon rpvs ) : verejní funkcionári vykonávajúci verejnú funkcia sr vlastnícky riadiacej štruktúra pvs verejný sektor vlastnícku štruktúru pvs predstavovať spoločníci , : kuv , nar ",majitel,0
441,"638,783775,- eur - splatené v celom rozsahu priamy podiel na základnom imaní pvs zodpovedajúci výške vkladu v percentuálnom vyjadrení: 100 % riadiacu štruktúru pvs predstavuje vmkuv v danom prípade konateľ: kuv, nar","638 ,783775 , - eur - splatené celý rozsahu priamy podiel základnom imaní pvs zodpovedajúci výška vkladu percentuálnom vyjadrení : 100 % riadiacu štruktúru pvs predstavovať vmkuv danom prípad konateľ : kuv , nar ",majitel,0
442,"638,783775,- eur - splaten6 v celom rozsahu priamy podiel na zdkladnom imani pvs verein6ho sektora zodpovedaifci vf5ke vkladu v percentudlnom vyiadreniz loo o/o riadiacu struktriru pvs predstavuje vmkuv v danom prfpade konatel': patrik gailfir, nar","638 ,783775 , - eur - splaten6 celý rozsahu priamy podiel zdkladnom imani pvs verein6ho sektor zodpovedaifci vf5ke vkladu percentudlnom vyiadreniz loo o/o riadiacu struktriru pvs predstavovať vmkuv danom prfpade konatel ' : patrik gailfir , nar ",majitel,0
443,: 50597/l - štatutár: kuv — konateľ 2) os pvs ( podľa 8 2 ods, : 50597/l - štatutár : kuv — konateľ 2 ) os pvs ( 8 2 ods ,majitel,0
444,"1975, trvale bytom orgovánová 197/1, 015 01 rajec, slovenská republika, štátny občan slovenskej republiky ako os sme vrámci výkonu identifikácií kuv postupovali v súlade s 8 11 zákona o rpvs, a to nasledovne: identifikácie kuv identifikácia kuv bola vykonaná a overená zobsahu nasledovných dokumentov: - zakladateľská listina spoločnosti gpp industrie bau, s","1975 , trvale bytom orgovánová 197/1 , 015 01 rajec , slovenský republika , štátny občan slovenský republika os byť vrámci výkon identifikácia kuv postupovali súlad 8 11 zákon rpvs , nasledovne : identifikácie kuv identifikácia kuv byť vykonaná overená zobsahu nasledovný dokument : - zakladateľská listina spoločnosť gpp industrie bau , ",majitel,0
445,"2018 (použiteľný na právne úkony), - doklad totožnosti spoločníka spoločnosti a konateľa pvs, - prehlásenie kuv z obsahu vyššie uvedených listín vyplývajú nasledovné skutočnosti: spoločníkom pvs, spoločnosti gpp industrie bau, s","2018 ( použiteľný právny úkony ) , - doklad totožnosti spoločník spoločnosť konateľa pvs , - prehlásenie kuv obsah vysoko uvedený listina vyplývať nasledovné skutočnosť : spoločníkom pvs , spoločnosť gpp industrie bau , ",majitel,0
446," kuv pvs je: kuv, nar"," kuv pvs byť : kuv , nar ",majitel,0
447,": 31585/v základné imanie (zi) 6 639,00 eur rozsah splatenia zi 6 639,00 eur — | vlastnícka štruktúra pvs — spoločníci obchodné meno/ meno a kuv priezvisko a sídlo/bydlisko mlynská 626/19, 029 01 námestovo | 1ičo/dátum narodenia 07"," : 31585/v základný imanie ( zi ) 6 639 ,00 eur rozsah splatenie zi 6 639 ,00 eur — vlastnícka štruktúra pvs — spoločníci obchodné meno/ meno kuv priezvisko sídlo/bydlisko mlynská 626/19 , 029 01 námestovo 1ičo/dátum narodenie 07 ",majitel,0
448,""" riadiaca štruktúra pvs — vmkuv ] meno, priezvisko, titul | kuv | adresa trvalého pobytu mlynská 626/19, 029 01 námestovo dátum narodenia 07"," "" riadiaca štruktúra pvs — vmkuv ] meno , priezvisko , titul kuv adresa trvalého pobyt mlynská 626/19 , 029 01 námestovo dátum narodenie 07 ",majitel,0
449,"1976 sk verejný funkcionár označenie verejnej funkcie — i odôvodnenie, na základe akých informácii postupom podľa 811 odseku 4 zákona o rpvs os identifikovala kuv (ďalej len ""kuv"")","1976 sk verejný funkcionár označenie verejný funkcia — odôvodnenie , základ aký informácii postupom 811 odseku 4 zákon rpvs os identifikovala kuv ( ďalej "" kuv "" ) ",majitel,0
450," jediného spoločníka, ktorým je: kuv, je jediným spoločníkom pvs, nemá tichého spoločníka, deľba zisku os identifikovala kuv pvs na základe údajov a informácii získaných z nasledovných dokumentov: výpis z obchodného registra pvs, zakladateľská listina pvs, čestné vyhlásenia konateľa pvs a spoločníka pvs, čestné vyhlásenie kuv z preskúmaných dokumentov vyplýva, že pvs je spoločnosťou s ručením obmedzeným podľa obchodného zákonníka"," jediný spoločník , byť : kuv , byť jediný spoločníkom pvs , nemať tichý spoločník , deľba zisku os identifikovala kuv pvs základ údajov informácii získaných nasledovný dokument : výpis obchodný register pvs , zakladateľská listina pvs , čestné vyhlásenie konateľa pvs spoločník pvs , čestné vyhlásenie kuv preskúmaný dokument vyplýva , pvs byť spoločnosť ručeniem obmedzeným obchodný zákonníka ",majitel,0
451," os v rámci obstarania informácii o kuv s dôrazom na konanie s odbornou starostlivosťou boli zo strany pvs a jeho spoločníka predložené čestne vyhlásenia (kuv spoločníka, konateľa) v zmysle ktorých kuv vyhlásil, že nepreviedol svoj obchodný podiel na tretiu osobu, nepreviedol svoje hlasovacie práva na tretiu osobu, nepreviedol svoje pravo na vyplatenie podielu zo zisku na tretiu osobu a nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike, spoločník vyhlásil, že prebieha vsúlade so zakl"," os rámec obstaranie informácii kuv dôraz konanie odborný starostlivosťou byť strana pvs spoločník predložené čestne vyhlásenie ( kuv spoločník , konateľa ) zmysel kuv vyhlásiť , nepreviedol obchodný podiel tretiu osobu , nepreviedol hlasovacie právo tretiu osobu , nepreviedol pravo vyplatenie podiel zisku tretiu osobu nie byť verejný funkcionárom vykonávajúcim funkcia slovenský republike , spoločník vyhlásiť , prebiehať vsúlade zakl ",majitel,0
452," 4 zákona o rpvs preukázanie, že podmienky na zápis vmkuv do registra pvs sú splnené: a o oooo rooo roooooo os podpisom tohto verifikačného dokumentu vyhlasuje, že skutočnosti uvedené v tomto verifikačnom dokumente zodpovedajú ňou skutočne zistenému stavu zaobstarala si o predmete zápisu do registra všetky dostupné informácie a tieto vyhodnotila postupom podľa zákona o ochrane pred legalizáciou príjmov z trestnej činnosti, a že pri identifikácii kuv a overovaní identifikácie kuv konala nestranne a s odbornou starostlivosťou"," d ) informácia prípad pvs zmysel 8 11 ods . 5 písm . d ) zákon rpvs av nadväznosti 8 4 ods . 4 zákon rpvs preukázanie , podmienka zápis vmkuv register pvs byť splnené : oooo rooo roooooo os podpisom verifikačného dokument vyhlasuje , skutočnosť uvedený verifikačnom dokument zodpovedať skutočne zistenému stav zaobstarala predmete zápisu register dostupné informácia vyhodnotila postupom zákon ochrane legalizácia príjem trestný činnosť , identifikácii kuv overovaní identifikácie kuv konať nestranne odborný starostlivosťou ",majitel,0
453," jediného spoločníka, ktorým je: kuv, je jediným spoločníkom pvs, nemá tichého spoločníka, deľba zisku os identifikovala kuv pvs na základe údajov a informácii získaných z nasledovných dokumentov: výpis z obchodného registra pvs, zakladateľská listina pvs, čestné vyhlásenia konateľa pvs a spoločníka pvs, čestné vyhlásenie kuv z preskúmaných dokumentov vyplýva, že pvs je spoločnosťou s ručením obmedzeným podľa obchodného zákonníka"," jediný spoločník , byť : kuv , byť jediný spoločníkom pvs , nemať tichý spoločník , deľba zisku os identifikovala kuv pvs základ údajov informácii získaných nasledovný dokument : výpis obchodný register pvs , zakladateľská listina pvs , čestné vyhlásenie konateľa pvs spoločník pvs , čestné vyhlásenie kuv preskúmaný dokument vyplýva , pvs byť spoločnosť ručeniem obmedzeným obchodný zákonníka ",majitel,0
454," os v rámci obstarania informácii o kuv s dôrazom na konanie s odbornou starostlivosťou boli zo strany pvs a jeho spoločníka predložené čestne vyhlásenia (kuv spoločníka, konateľa) v zmysle ktorých kuv vyhlásil, že nepreviedol svoj obchodný podiel na tretiu osobu, nepreviedol svoje hlasovacie práva na tretiu osobu, nepreviedol svoje pravo na vyplatenie podielu zo zisku na tretiu osobu a nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike, spoločník vyhlásil, že prebieha vsúlade so zakl"," os rámec obstaranie informácii kuv dôraz konanie odborný starostlivosťou byť strana pvs spoločník predložené čestne vyhlásenie ( kuv spoločník , konateľa ) zmysel kuv vyhlásiť , nepreviedol obchodný podiel tretiu osobu , nepreviedol hlasovacie právo tretiu osobu , nepreviedol pravo vyplatenie podiel zisku tretiu osobu nie byť verejný funkcionárom vykonávajúcim funkcia slovenský republike , spoločník vyhlásiť , prebiehať vsúlade zakl ",majitel,0
455," 4 zákona o rpvs preukázanie, že podmienky na zápis vmkuv do registra pvs sú splnené: a o oooo rooo roooooo os podpisom tohto verifikačného dokumentu vyhlasuje, že skutočnosti uvedené v tomto verifikačnom dokumente zodpovedajú ňou skutočne zistenému stavu zaobstarala si o predmete zápisu do registra všetky dostupné informácie a tieto vyhodnotila postupom podľa zákona o ochrane pred legalizáciou príjmov z trestnej činnosti, a že pri identifikácii kuv a overovaní identifikácie kuv konala nestranne a s odbornou starostlivosťou"," d ) informácia prípad pvs zmysel 8 11 ods . 5 písm . d ) zákon rpvs av nadväznosti 8 4 ods . 4 zákon rpvs preukázanie , podmienka zápis vmkuv register pvs byť splnené : oooo rooo roooooo os podpisom verifikačného dokument vyhlasuje , skutočnosť uvedený verifikačnom dokument zodpovedať skutočne zistenému stav zaobstarala predmete zápisu register dostupné informácia vyhodnotila postupom zákon ochrane legalizácia príjem trestný činnosť , identifikácii kuv overovaní identifikácie kuv konať nestranne odborný starostlivosťou ",majitel,0
456," o ochrane pred legalizáciou príjmov z trestnej činnosti a o ochrane pred financovaním terorizmu a o zmene a doplnení niektorých zákonov v platnom znení identifikujem kuv pvs a konštatujem, že kuv, občan sr, nar"," ochrane legalizácia príjem trestný činnosť ochrane financovaním terorizmus zmena doplnení zákon platnom znení identifikujem kuv pvs konštatujem , kuv , občan sr , nar ",majitel,0
457, postup os pri identifikácii kúv pvs a vyhodnotenie os identifikovala kuv v pvs postupom v súlade s ustanovením $ 11 ods, postup os identifikácii kúv pvs vyhodnotenie os identifikovala kuv pvs postupom súlad ustanovenie $ 11 ods ,majitel,0
458," vrámci nestranného postupu a s odbornou starostlivosťou primeranou postaveniu os som si vyžiadala o pvs: a) výpis z obchodného registra pre identifikáciu pvs v rozsahu obchodné meno, sídlo, ičo, označenie úradného registra alebo inej úradnej evidencie, v ktorej je pvs zapísaný, číslo zápisu do tohto registra, osoby oprávnenej konať v mene pvs a spôsob jej konania vmene pvs a spoločníka pvs, b) úplné znenie zakladateľskej listiny, z ktorej je zrejmé, že jediným spoločníkom pvs obchodnej spoločnosti je kuv, občan sr, nar"," vrámci nestranného postupu odborný starostlivosťou primeranou postaveniu os byť vyžiadala pvs : ) výpis obchodný register identifikácia pvs rozsahu obchodné meno , sídlo , ičo , označenie úradného register iný úradnej evidencie , byť pvs zapísaný , číslo zápisu register , osoba oprávnenej konať mene pvs spôsob konania vmene pvs spoločník pvs , b ) úplný znenie zakladateľskej listina , byť zrejmý , jediný spoločníkom pvs obchodnej spoločnosť byť kuv , občan sr , nar ",majitel,0
459," súčasne bola zistená skutočnosť, že najvyšším orgánom pvs je valné zhromaždenie, v pôsobnosti okrem iného je aj menovanie, odvolanie a odmeňovanie konateľov, ako aj rozdelenie zisku s tým, že spôsob rozdelenia zisku upravuje článok 19 zakladateľskej listiny, c) zoznam spoločníkov pvs, z ktorého vyplýva, že jediným spoločníkom pvs je: kuv, občan sr, nar"," 5 . 1959 , trvale bytom 094 35 soľ 206 . súčasne byť zistená skutočnosť , vysoký orgánom pvs byť valné zhromaždenie , pôsobnosť okrem iný byť menovanie , odvolanie odmeňovanie konateľ , rozdelenie zisku , spôsob rozdelenia zisku upravuje článok 19 zakladateľskej listina , c ) zoznam spoločníkov pvs , vyplýva , jediný spoločníkom pvs byť : kuv , občan sr , nar ",majitel,0
460,"1959, trvale bytom 094 35 soľ 206, ktorá a) má priamy alebo nepriamy podiel alebo ich súčet najmenej 25% na hlasovacích právach v pvs alebo na jeho základnom imaní vrátane akcií na doručiteľa, b) má právo vymenovať vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán v pvs alebo akéhokoľvek jeho člena, c) ktorá skutočne ovláda pvs verej ného sektora iným spôsobom, os ďalej nezistila inú osobu, ktorá by mala právo na hospodársky prospech z podnikania alebo inej činnosti pvs najmenej 25% z podnikania pvs alebo inej jeho činnosti"," 5 . 1959 , trvale bytom 094 35 soľ 206 , ) mať priamy nepriamy podiel súčet najmenej 25 % hlasovacích právo pvs základnom imaní vrátane akcií doručiteľa , b ) mať právo vymenovať vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs akýkoľvek člen , c ) skutočne ovláda pvs verej ného sektor iný spôsob , os ďalej nezistila iný osobu , mať právo hospodársky prospech podnikanie iný činnosť pvs najmenej 25 % podnikanie pvs iný činnosť ",majitel,0
461," splnenie podmienok ma zápis vmkuv v prípade emitenta cenných papierov prijatých na obchodovanie na regulovanom trhu pvs nie je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, rovnocenného právneho predpisu členského štátu alebo rovnocenných medzinárodných noriem anie je ani spoločnosťou, ktorú takýto emitent priamo alebo nepriamo ovláda a priamo alebo nepriamo výlučne riadi a z toho dôvodu sa do registra nezapisujú vmkuv vi"," splnenie podmienka zápis vmkuv prípad emitenta cenných papier prijatých obchodovanie regulovanom trh pvs nie byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , rovnocenného právneho predpisu členského štát rovnocenný medzinárodný noriem anie byť spoločnosť , takýto emitent priamo nepriamo ovláda priamo nepriamo výlučne riadiť dôvod register nezapisujú vmkuv vi ",majitel,0
462," identifikácia kuv os, notárka, so sídlom notárskeho úradu dobrianskeho 1498, 093 01 vranov nad topľou, ičo: 42 346 037 na základe zmluvy o plnení povinností os pre pvs vykonávam funkciu os podľa zákona č"," identifikácia kuv os , notárka , sídlo notárskeho úrad dobrianskeho 1498 , 093 01 vranov topľou , ičo : 42 346 037 základ zmluva plnení povinnosť os pvs vykonávam funkcia os zákon č ",majitel,0
463," o ochrane pred legalizáciou príjmov z trestnej činnosti a o ochrane pred financovaním terorizmu a o zmene a doplnení niektorých zákonov v platnom znení identifikujem kuv pvs a konštatujem, že kuv, občan sr, nar"," ochrane legalizácia príjem trestný činnosť ochrane financovaním terorizmus zmena doplnení zákon platnom znení identifikujem kuv pvs konštatujem , kuv , občan sr , nar ",majitel,0
464,"1959, trvale bytom 094 35 soľ 206, (ďalej aj ako „kuv“) je kuv pvs"," 5 . 1959 , trvale bytom 094 35 soľ 206 , ( ďalej „ kuv “ ) byť kuv pvs ",majitel,0
465, postup os pri identifikácii kúv pvs a vyhodnotenie os identifikovala kuv v pvs postupom v súlade s ustanovením $ 11 ods, postup os identifikácii kúv pvs vyhodnotenie os identifikovala kuv pvs postupom súlad ustanovenie $ 11 ods ,majitel,0
466," ďalej z tohto čestného vyhlásenia vyplýva, že neexistuje iná fyzická osoba, ktorá by mala právo vymenovať, inak ustanoviť alebo odvolať vmkuv riadiaci orgán a iný orgán pvs inak ako prostredníctvom priameho vlastníctva obchodného podielu pvs a zároveň, že na hospodárskom prospechu z podnikania alebo inej činnosti pvs sa nepodieľa žiadna fyzická aleboos inak, ako prostredníctvom priameho vlastníctva obchodného podielu pvs"," ďalej čestný vyhlásenie vyplýva , neexistovať iný fyzický osoba , mať právo vymenovať , inak ustanoviť odvolať vmkuv riadiaci orgán iný orgán pvs inak prostredníctvom priameho vlastníctvo obchodný podiel pvs zároveň , hospodárskom prospechu podnikanie iný činnosť pvs nepodieľa žiaden fyzický aleboos inak , prostredníctvom priameho vlastníctvo obchodný podiel pvs ",majitel,0
467,"1959, trvale bytom 094 35 soľ 206, ktorá a) má priamy alebo nepriamy podiel alebo ich súčet najmenej 25% na hlasovacích právach v pvs alebo na jeho základnom imaní vrátane akcií na doručiteľa, b) má právo vymenovať vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán v pvs alebo akéhokoľvek jeho člena, c) ktorá skutočne ovláda pvs verej ného sektora iným spôsobom, os ďalej nezistila inú osobu, ktorá by mala právo na hospodársky prospech z podnikania alebo inej činnosti pvs najmenej 25% z podnikania pvs alebo inej jeho činnosti"," 5 . 1959 , trvale bytom 094 35 soľ 206 , ) mať priamy nepriamy podiel súčet najmenej 25 % hlasovacích právo pvs základnom imaní vrátane akcií doručiteľa , b ) mať právo vymenovať vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs akýkoľvek člen , c ) skutočne ovláda pvs verej ného sektor iný spôsob , os ďalej nezistila iný osobu , mať právo hospodársky prospech podnikanie iný činnosť pvs najmenej 25 % podnikanie pvs iný činnosť ",majitel,0
468," splnenie podmienok ma zápis vmkuv v prípade emitenta cenných papierov prijatých na obchodovanie na regulovanom trhu pvs nie je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverejňovanie informácií podľa osobitného predpisu, rovnocenného právneho predpisu členského štátu alebo rovnocenných medzinárodných noriem anie je ani spoločnosťou, ktorú takýto emitent priamo alebo nepriamo ovláda a priamo alebo nepriamo výlučne riadi a z toho dôvodu sa do registra nezapisujú vmkuv vi"," splnenie podmienka zápis vmkuv prípad emitenta cenných papier prijatých obchodovanie regulovanom trh pvs nie byť emitentom cenných papier prijatých obchodovanie regulovanom trh , podlieha požiadavka uverejňovanie informácia osobitný predpisu , rovnocenného právneho predpisu členského štát rovnocenný medzinárodný noriem anie byť spoločnosť , takýto emitent priamo nepriamo ovláda priamo nepriamo výlučne riadiť dôvod register nezapisujú vmkuv vi ",majitel,0
469,"27, 040 11 košice — vklad vo výške 896 ,-eur a boli spiatené v plnej výške, dl hlasovacie právo v pvs je: - kuv 85% - ján kopik 15% el štatutárny a riadiaci orgán pvs je menovaný valným zhromaždením spoločníkov spoločnosti f/ podiel na zisku pvs je: - lng","27 , 040 11 košice bl riadlac štruktúru pvs tvoriť : 1 . konateľ spoločnosť kuv , nar ",majitel,0
470,": 11548/v konajúci kuv, konateľ spoločnosti (ďalej aj „pvs“) os meno a priezvisko: judr","27 , 040 11 košice — vklad výška 896 , -eur byť spiatené plný výška , dl hlasovacie právo pvs byť : - kuv 85 % - ján kopik 15 % el štatutárny riadiaci orgán pvs byť menovaný valným zhromaždenie spoločníkov spoločnosť f/ podiel zisku pvs byť : - lng ",majitel,0
471," vladimir kucharčík, advokát čislo licencie: sak 2838 sidlo podnikania: — štefánikova 40, 040 01 košice ičo: 14 967 650 (ďalej aj „os identifikácia kuv pri zápise pvs do registra pvs: na základe podkladov a informácií os zistila, že al vlastnícku štruktúru pvs tvoria títo spoločníci - ing"," : 11548/v konajúci kuv , konateľ spoločnosť ( ďalej „ pvs “ ) os meno priezvisko : judr ",majitel,0
472,"27, 040 11 košice — vklad vo výške 896 ,-eur a boli spiatené v plnej výške, dl hlasovacie právo v pvs je: - kuv 85% - ján kopik 15% el štatutárny a riadiaci orgán pvs je menovaný valným zhromaždením spoločníkov spoločnosti f/ podiel na zisku pvs je: - lng"," vladimir kucharčík , advokát čislo licencie : sak 2838 sidlo podnikanie : — štefánikova 40 , 040 01 košice ičo : 14 967 650 ( ďalej „ os identifikácia kuv zápise pvs register pvs : základ podkladov informácia os zistiť , al vlastnícku štruktúru pvs tvoriť spoločníci - ing ",majitel,0
473, imrich goduš 85% + ján kopik 15% na základe informácií a podkladov os identifikovala ako kuv pvs podľa 86a zákona č,"27 , 040 11 košice — vklad výška 896 , -eur byť spiatené plný výška , dl hlasovacie právo pvs byť : - kuv 85 % - ján kopik 15 % el štatutárny riadiaci orgán pvs byť menovaný valným zhromaždenie spoločníkov spoločnosť f/ podiel zisku pvs byť : - lng ",majitel,0
474," odôvodnenie identifikácie kuv informácie a podklady, na základe ktorých bola identifikovaná osoba kuv pvs: 11 výpis z obchodného registra pvs zo dňa 29", imrich goduš 85 % + ján kopik 15 % základ informácia podkladov os identifikovala kuv pvs 86 zákon č ,majitel,0
475,"2017, z ktorého vyplýva, že je kuv pvs - všetky údaje týkajúce sa jeho osoby ako spoločníka pvs zapísané, v obchodnom registri sú úplné"," ) 1 . odôvodnenie identifikácie kuv informácia podklady , základ byť identifikovaná osoba kuv pvs : 11 výpis obchodný register pvs deň 29 ",majitel,0
476, ,"2017 , vyplýva , byť kuv pvs - údaj týkajúce osoba spoločník pvs zapísaný , obchodnom registri byť úplný ",majitel,0
477,": kuv, konateľ (ďalej len „pvs“) článok i identifikácia kuv 1"," : kuv , konateľ ( ďalej „ pvs “ ) článok identifikácia kuv 1 . os vychádzať identifikácii kuv definície kuv zmysel $8 6a ods ",majitel,0
478,": kuv, konateľ, vyplýva, že jediným spoločníkom pvs registra verejného sektora je kuv, nar"," : kuv , konateľ , vyplýva , jediný spoločníkom pvs register verejný sektor byť kuv , nar ",majitel,0
479," z čestného vyhlásenia pvs vyplýva, že a) jedinou fyzickou osobou, ktorá skutočne ovláda a kontroluje pvs je kuv, nar"," čestný vyhlásenie pvs vyplýva , ) jediný fyzickou osobou , skutočne ovláda kontroluje pvs byť kuv , nar ",majitel,0
480," z občianskeho preukazu identifikovala os totožnosť jediného spoločníka a konateľa pvs kuv, nar"," občianskeho preukazu identifikovala os totožnosť jediný spoločník konateľa pvs kuv , nar ",majitel,0
481,": kuv, konateľ na základe predložených dokumentov dospĺňa os k zisteniu, že kuv pvs je: meno a priezvisko: kuv dátum narodenia: 03"," : kuv , konateľ základ predložených dokument dospĺňa os zisteniu , kuv pvs byť : meno priezvisko : kuv dátum narodenie : 03 ",majitel,0
482," 3 tohto verifikačného dokumentu, pričom dospĺňa k nasledovným zisteniam: vlastnícka štruktúra pvs: jediným spoločníkom pvs je meno a priezvisko: kuv dátum narodenia: 03"," 3 verifikačného dokument , pričom dospĺňa nasledovným zisteniam : vlastnícka štruktúra pvs : jediný spoločníkom pvs byť meno priezvisko : kuv dátum narodenie : 03 ",majitel,0
